Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards
Mario Lemieux,23,PIT,C,76,85,114,199,41,100,41,31,13,8,61,48,5,313,27.2,,,"ASG,ASnhl-1,Hart-2,Ross-1"
Wayne Gretzky,28,LAK,C,78,54,114,168,15,26,38,11,5,5,62,42,10,303,17.8,,,"ASG,ASnhl-2,Byng-2,Hart-1"
Steve Yzerman,23,DET,C,80,65,90,155,17,61,45,17,3,7,56,29,5,388,16.8,,,"ASG,ASnhl-3,Byng-8,Hart-3,Selke-11,Pearson-1"
Bernie Nicholls,27,LAK,C,79,70,80,150,30,96,41,21,8,6,46,28,6,385,18.2,,,"ASG,ASnhl-4,ASnhl-8,Byng-14"
Rob Brown,20,PIT,RW,68,49,66,115,27,118,25,24,0,6,43,23,0,169,29.0,,,"ASG,ASnhl-3,ASnhl-8"
Paul Coffey,27,PIT,D,75,30,83,113,-10,195,19,11,0,2,30,53,0,342,8.8,,,"ASG,ASnhl-2,Norris-2"
Joe Mullen,31,CGY,RW,79,51,59,110,51,16,37,13,1,7,31,27,1,270,18.9,,,"ASG,ASnhl-1,Byng-1,Hart-5"
Jari Kurri,28,EDM,RW,76,44,58,102,19,69,29,10,5,8,36,16,6,214,20.6,,,"ASG,ASnhl-2,Byng-7,Selke-10"
Jimmy Carson,20,EDM,C,80,49,51,100,3,36,30,19,0,5,35,16,0,240,20.4,,,"ASG,Byng-4"
Luc Robitaille,22,LAK,LW,78,46,52,98,5,65,36,10,0,4,38,14,0,237,19.4,,,"ASG,ASnhl-1"
Dale Hawerchuk,25,WIN,C,75,41,55,96,-30,28,24,14,3,4,30,24,1,239,17.2,,,Byng-10
Mark Messier,28,EDM,C,72,33,61,94,-5,130,21,6,6,4,27,28,6,164,20.1,,,ASG
Dan Quinn,23,PIT,C,79,34,60,94,-37,102,18,16,0,4,28,31,1,200,17.0,,,
Gerard Gallant,25,DET,LW,76,39,54,93,7,230,26,13,0,7,33,21,0,221,17.6,,,"ASnhl-2,Selke-21"
Eddie Olczyk,22,TOR,C,80,38,52,90,0,75,25,11,2,4,34,17,1,249,15.3,,,
Kevin Dineen,25,HAR,RW,79,45,44,89,-6,167,24,20,1,4,27,17,0,294,15.3,,,"ASG,ASnhl-4"
Mike Ridley,25,WSH,C,80,41,48,89,17,49,25,16,0,9,33,15,0,187,21.9,,,"ASG,Byng-15,Selke-20"
Tim Kerr,29,PHI,RW,69,48,40,88,-4,73,23,25,0,2,21,19,0,236,20.3,,,ASnhl-7
Pat LaFontaine,23,NYI,C,79,45,43,88,-8,26,29,16,0,4,24,19,0,288,15.6,,,"ASG,Byng-5"
Tomas Sandström,24,NYR,RW,79,32,56,88,5,148,19,11,2,4,34,21,1,240,13.3,,,ASnhl-7
Thomas Steen,28,WIN,C,80,27,61,88,14,80,17,9,1,2,39,18,4,173,15.6,,,"Byng-21,Selke-8"
Pierre Turgeon,19,BUF,C,80,34,54,88,-2,26,15,19,0,5,33,20,1,182,18.7,,,Byng-15
Steve Larmer,27,CHI,RW,80,43,44,87,2,54,23,19,1,2,17,18,9,269,16.0,,,"ASnhl-9,Selke-17"
John MacLean,24,NJD,RW,74,42,45,87,26,122,28,14,0,4,29,16,0,266,15.8,,,"ASG,ASnhl-8"
Doug Gilmour,25,CGY,C,72,26,59,85,45,44,15,11,0,5,41,15,3,161,16.1,,,"Byng-21,Selke-6"
Håkan Loob,28,CGY,RW,79,27,58,85,28,44,22,5,0,4,37,20,1,223,12.1,,,ASnhl-10
Peter Šťastný,32,QUE,C,72,35,50,85,-23,117,22,13,0,5,25,24,1,195,17.9,,,
Brett Hull,24,STL,RW,78,41,43,84,-17,33,25,16,0,6,17,26,0,305,13.4,,,ASG
Mats Näslund,29,MTL,LW,77,33,51,84,34,14,19,14,0,4,39,12,0,165,20.0,,,"ASnhl-3,Byng-3,Selke-17"
Bobby Smith,30,MTL,C,80,32,51,83,25,69,26,6,0,3,27,24,0,195,16.4,,,"ASG,Selke-21"
Joe Nieuwendyk,22,CGY,C,77,51,31,82,26,40,29,19,3,11,23,8,0,215,23.7,,,ASG
Denis Savard,27,CHI,C,58,23,59,82,-5,110,11,7,5,1,28,30,1,182,12.6,,,
Rick Tocchet,24,PHI,RW,66,45,36,81,-1,183,28,16,1,5,24,12,0,220,20.5,,,"ASG,ASnhl-5"
Geoff Courtnall,26,WSH,LW,79,42,38,80,11,110,26,16,0,6,19,19,0,239,17.6,,,ASnhl-4
Dave Gagner,24,MNS,C,75,35,43,78,13,104,21,11,3,3,26,16,1,183,19.1,,,
Dirk Graham,29,CHI,RW,80,33,45,78,8,91,18,5,10,5,37,7,1,217,15.2,,,"ASnhl-11,Selke-7"
Adam Oates,26,DET,C,69,16,62,78,-1,14,14,2,0,1,39,23,0,127,12.6,,,Byng-9
Brian Propp,29,PHI,LW,77,32,46,78,16,37,17,13,2,5,23,20,3,245,13.1,,,
Esa Tikkanen,24,EDM,LW,67,31,47,78,10,92,17,6,8,4,28,16,3,151,20.5,,,"ASnhl-5,Selke-2"
Ron Francis,25,HAR,C,69,29,48,77,4,36,21,8,0,4,27,21,0,156,18.6,,,
Andrew McBain,24,WIN,RW,80,37,40,77,-35,71,16,20,1,3,22,15,3,180,20.6,,,
Carey Wilson,26,2TM,C,75,32,45,77,-11,59,18,14,0,5,26,19,0,164,19.5,,,
Carey Wilson,26,HAR,C,34,11,11,22,-12,14,7,4,0,2,7,4,0,56,19.6,,,
Carey Wilson,26,NYR,C,41,21,34,55,1,45,11,10,0,3,19,15,0,108,19.4,,,
Ray Ferraro,24,HAR,C,80,41,35,76,1,86,30,11,0,7,28,7,0,169,24.3,,,
Craig Simpson,21,EDM,LW,66,35,41,76,-3,80,18,17,0,4,27,14,0,121,28.9,,,ASnhl-6
Steve Duchesne,23,LAK,D,79,25,50,75,31,92,12,8,5,2,33,16,1,215,11.6,,,"ASG,ASnhl-5,Norris-5"
Gary Leeman,24,TOR,RW,61,32,43,75,5,66,24,7,1,3,26,16,1,195,16.4,,,ASG
Cam Neely,23,BOS,RW,74,37,38,75,14,190,19,18,0,6,29,9,0,235,15.7,,,"ASG,ASnhl-6"
Walt Poddubny,28,QUE,RW,72,38,37,75,-18,107,24,14,0,2,20,16,1,197,19.3,,,ASG
Al MacInnis,25,CGY,D,79,16,58,74,38,136,8,8,0,3,20,37,1,277,5.8,,,"ASnhl-3,Norris-3"
Kirk Muller,22,NJD,LW,80,31,43,74,-23,119,18,12,1,4,32,10,1,182,17.0,,,
Dino Ciccarelli,28,2TM,RW,76,44,30,74,-6,76,28,16,0,8,19,11,0,247,17.8,,,ASG
Dino Ciccarelli,28,MNS,RW,65,32,27,59,-16,64,19,13,0,5,17,10,0,208,15.4,,,
Dino Ciccarelli,28,WSH,RW,11,12,3,15,10,12,9,3,0,3,2,1,0,39,30.8,,,
Chris Chelios,27,MTL,D,80,15,58,73,35,185,7,8,0,6,27,30,1,206,7.3,,,"ASnhl-1,Hart-5,Norris-1"
Ken Linseman,30,BOS,C,78,27,45,72,15,164,13,13,1,2,23,19,3,159,17.0,,,
Brian Leetch,20,NYR,D,68,23,48,71,8,50,12,8,3,1,24,23,1,268,8.6,,,"ASnhl-7,AR-1,Byng-21,Calder-1,Norris-11"
Paul MacLean,30,DET,RW,76,36,35,71,7,118,20,16,0,5,29,6,0,148,24.3,,,
Phil Housley,24,BUF,D,72,26,44,70,6,47,21,5,0,3,17,26,1,178,14.6,,,"ASG,ASnhl-8,Byng-21,Norris-9"
Peter Zezel,23,2TM,C,78,21,49,70,-14,42,15,5,1,4,32,17,0,149,14.1,,,
Peter Zezel,23,PHI,C,26,4,13,17,-13,15,4,0,0,0,8,5,0,34,11.8,,,
Peter Zezel,23,STL,C,52,17,36,53,-1,27,11,5,1,4,24,12,0,115,14.8,,,
Pelle Eklund,25,PHI,LW,79,18,51,69,5,23,9,8,1,2,17,32,2,121,14.9,,,
Bengt-Åke Gustafsson,30,WSH,RW,72,18,51,69,13,18,9,5,4,6,31,19,1,107,16.8,,,"Byng-6,Selke-5"
Patrik Sundström,27,NJD,C,65,28,41,69,22,36,15,12,1,4,27,14,0,156,17.9,,,Selke-16
Mike Gartner,29,2TM,RW,69,33,36,69,11,73,24,9,0,1,27,9,0,223,14.8,,,
Mike Gartner,29,WSH,RW,56,26,29,55,8,71,20,6,0,1,22,7,0,190,13.7,,,
Mike Gartner,29,MNS,RW,13,7,7,14,3,2,4,3,0,0,5,2,0,33,21.2,,,
Brent Ashton,28,WIN,LW,75,31,37,68,-5,36,23,7,1,1,28,9,0,180,17.2,,,
Jeff Brown,22,QUE,D,78,21,47,68,-22,62,7,13,1,1,13,33,1,276,7.6,,,
Vincent Damphousse,21,TOR,LW,80,26,42,68,-8,75,20,6,0,4,33,9,0,190,13.7,,,
Scott Stevens,24,WSH,D,80,7,61,68,1,225,1,6,0,3,28,33,0,195,3.6,,,"ASG,ASnhl-11,Norris-10"
Bernie Federko,32,STL,C,66,22,45,67,-20,54,13,9,0,6,25,20,0,115,19.1,,,Byng-15
Tom Fergus,26,TOR,C,80,22,45,67,-38,48,11,10,1,3,26,16,3,151,14.6,,,
Tom Kurvers,26,NJD,D,74,16,50,66,11,38,11,5,0,0,21,28,1,190,8.4,,,ASnhl-20
Petri Skriko,26,VAN,LW,74,30,36,66,-3,57,21,9,0,5,16,18,2,204,14.7,,,
Dave Christian,29,WSH,C,80,34,31,65,2,12,17,16,1,1,21,9,1,177,19.2,,,Byng-21
Mike Bullard,27,2TM,C,74,27,38,65,2,106,17,10,0,3,25,13,0,189,14.3,,,
Mike Bullard,27,STL,C,20,4,12,16,1,46,2,2,0,0,8,4,0,52,7.7,,,
Mike Bullard,27,PHI,C,54,23,26,49,1,60,15,8,0,3,17,9,0,137,16.8,,,
Glenn Anderson,28,EDM,RW,79,16,48,64,-16,93,9,7,0,3,35,11,2,212,7.5,,,
Michel Goulet,28,QUE,LW,69,26,38,64,-20,67,15,11,0,2,25,13,0,162,16.0,,,
Brian Mullen,26,NYR,LW,78,29,35,64,7,60,18,8,3,5,24,9,2,217,13.4,,,ASG
John Tonelli,31,LAK,LW,77,31,33,64,9,110,29,1,1,3,25,7,1,156,19.9,,,"ASnhl-12,Selke-21"
Tony Granato,24,NYR,LW,78,36,27,63,17,140,28,4,4,3,23,3,1,234,15.4,,,"AR-1,Calder-3"
Brent Sutter,26,NYI,C,77,29,34,63,-12,77,10,17,2,2,19,15,0,187,15.5,,,
Dave Taylor,33,LAK,RW,70,26,37,63,10,80,19,7,0,4,29,8,0,141,18.4,,,
Craig Janney,21,BOS,C,62,16,46,62,20,12,14,2,0,2,28,18,0,95,16.8,,,"Byng-19,Calder-5"
Kelly Kisio,29,NYR,C,70,26,36,62,14,91,24,2,0,4,29,7,0,128,20.3,,,
Mike Krushelnyski,28,LAK,LW,78,26,36,62,9,110,21,5,0,8,31,5,0,143,18.2,,,ASnhl-8
Fredrik Olausson,22,WIN,D,75,15,47,62,6,32,11,4,0,1,26,19,2,178,8.4,,,ASnhl-20
Joe Sakic,19,QUE,C,70,23,39,62,-36,24,13,10,0,2,17,21,1,148,15.5,,,Calder-8
Gary Suter,24,CGY,D,63,13,49,62,26,78,5,8,0,1,15,33,1,216,6.0,,,"ASG,ASnhl-10,Norris-7"
Doug Wilson,31,CHI,D,66,15,47,62,8,69,10,4,1,3,16,31,0,248,6.0,,,"ASnhl-16,Byng-15"
Ray Bourque,28,BOS,D,60,18,43,61,20,52,12,6,0,0,22,21,0,243,7.4,,,"ASG,ASnhl-4,Norris-4"
Randy Burridge,23,BOS,LW,80,31,30,61,19,39,23,6,2,6,21,8,1,189,16.4,,,ASnhl-12
Stéphane Richer,22,MTL,RW,68,25,35,60,4,61,14,11,0,6,21,14,0,214,11.7,,,
Christian Ruuttu,24,BUF,C,67,14,46,60,13,98,9,5,0,1,32,13,1,149,9.4,,,
Dave Barr,28,DET,RW,73,27,32,59,12,69,20,5,2,3,27,4,1,140,19.3,,,
Aaron Broten,28,NJD,C,80,16,43,59,-7,81,12,4,0,2,22,21,0,178,9.0,,,
Trevor Linden,18,VAN,RW,80,30,29,59,-10,41,19,10,1,2,21,8,0,186,16.1,,,"AR-1,Calder-2"
David Volek,22,NYI,LW,77,25,34,59,-11,24,16,9,0,7,17,17,0,229,10.9,,,AR-1
Scott Young,21,HAR,RW,76,19,40,59,-21,27,13,6,0,2,17,23,0,203,9.4,,,
Bob Errey,24,PIT,LW,76,26,32,58,40,124,23,0,3,5,26,0,6,130,20.0,,,
Dale Hunter,28,WSH,C,80,20,37,57,-3,219,11,9,0,3,23,14,0,138,14.5,,,
Paul Reinhart,29,VAN,D,64,7,50,57,-4,44,4,3,0,1,14,36,0,133,5.3,,,"ASG,ASnhl-20,Byng-21,Norris-12"
Rick Vaive,29,2TM,RW,58,31,26,57,2,124,15,16,0,4,12,14,0,138,22.5,,,
Rick Vaive,29,CHI,RW,30,12,13,25,-5,60,3,9,0,1,5,8,0,57,21.1,,,
Rick Vaive,29,BUF,RW,28,19,13,32,7,64,12,7,0,3,7,6,0,81,23.5,,,
Neal Broten,29,MNS,C,68,18,38,56,1,57,9,4,5,1,20,15,3,160,11.3,,,
Guy Carbonneau,28,MTL,C,79,26,30,56,37,44,23,1,2,10,25,3,2,142,18.3,,,Selke-1
Dave Ellett,24,WIN,D,75,22,34,56,-18,62,11,9,2,5,11,23,0,209,10.5,,,ASG
Cliff Ronning,23,STL,C,64,24,31,55,3,18,8,16,0,1,15,16,0,150,16.0,,,
Marc Habscheid,25,MNS,RW,76,23,31,54,2,40,13,7,3,3,12,17,2,182,12.6,,,
Jiří Hrdina,31,CGY,C,70,22,32,54,19,26,16,6,0,2,19,13,0,147,15.0,,,Calder-9
Dave Manson,22,CHI,D,79,18,36,54,5,352,9,8,1,0,18,18,0,224,8.0,,,ASG
Daniel Marois,20,TOR,RW,76,31,23,54,-4,76,24,7,0,4,21,2,0,146,21.2,,,Calder-6
Glen Wesley,20,BOS,D,77,19,35,54,23,61,10,8,1,1,16,18,1,181,10.5,,,ASG
Joel Otto,27,CGY,C,72,23,30,53,12,213,11,10,2,2,18,11,1,123,18.7,,,Selke-11
Dave Andreychuk,25,BUF,LW,56,28,24,52,0,40,21,7,0,3,12,12,0,145,19.3,,,
Craig MacTavish,30,EDM,C,80,21,31,52,10,55,15,2,4,2,23,2,6,120,17.5,,,
Greg Paslawski,27,STL,RW,75,26,26,52,8,18,18,8,0,3,21,5,0,179,14.5,,,
Doug Bodger,22,2TM,D,71,8,44,52,15,59,2,6,0,1,18,25,1,156,5.1,,,
Doug Bodger,22,PIT,D,10,1,4,5,6,7,1,0,0,0,2,2,0,22,4.5,,,
Doug Bodger,22,BUF,D,61,7,40,47,9,52,1,6,0,1,16,23,1,134,5.2,,,
Pat Elynuik,21,WIN,RW,56,26,25,51,5,29,21,5,0,6,20,5,0,100,26.0,,,
Claude Lemieux,23,MTL,RW,69,29,22,51,14,136,22,7,0,3,17,5,0,220,13.2,,,
Troy Murray,26,CHI,C,79,21,30,51,0,113,14,5,2,2,17,11,2,156,13.5,,,
Brian Bellows,24,MNS,LW,60,23,27,50,-14,55,16,7,0,4,13,14,0,196,11.7,,,
Shayne Corson,22,MTL,C,80,26,24,50,-1,193,16,10,0,3,15,9,0,133,19.5,,,
Scott Mellanby,22,PHI,RW,76,21,29,50,-13,183,10,11,0,3,19,10,0,202,10.4,,,
Brendan Shanahan,20,NJD,LW,68,22,28,50,2,115,13,9,0,0,20,8,0,152,14.5,,,
Steve Kasper,27,2TM,C,78,19,31,50,-2,63,12,5,2,2,25,6,0,130,14.6,,,Selke-15
Steve Kasper,27,BOS,C,49,10,16,26,-2,49,8,2,0,0,14,2,0,82,12.2,,,
Steve Kasper,27,LAK,C,29,9,15,24,0,14,4,3,2,2,11,4,0,48,18.8,,,
John Cullen,24,PIT,C,79,12,37,49,-25,112,4,8,0,0,20,17,0,121,9.9,,,
Mike Foligno,30,BUF,RW,75,27,22,49,-7,156,16,11,0,5,17,4,1,144,18.8,,,
Bob Joyce,22,BOS,LW,77,18,31,49,8,46,11,7,0,3,24,7,0,142,12.7,,,
Tony Tanti,25,VAN,LW,77,24,25,49,-10,69,16,8,0,3,14,11,0,211,11.4,,,
Ron Sutter,25,PHI,C,55,26,22,48,25,80,21,4,1,2,21,1,0,106,24.5,,,Selke-14
Dave Babych,27,HAR,D,70,6,41,47,-5,54,2,4,0,2,16,25,0,172,3.5,,,
Steve Chiasson,21,DET,D,65,12,35,47,-6,149,5,5,2,0,22,11,2,187,6.4,,,
James Patrick,25,NYR,D,68,11,36,47,3,41,5,6,0,2,12,23,1,147,7.5,,,
Pat Verbeek,24,NJD,RW,77,26,21,47,-18,189,17,9,0,1,15,6,0,175,14.9,,,
Shawn Burr,22,DET,LW,79,19,27,46,5,78,14,1,4,2,23,2,2,149,12.8,,,
Mark Osborne,27,TOR,LW,75,16,30,46,-5,112,11,5,0,1,25,5,0,118,13.6,,,
Larry Murphy,27,2TM,D,78,11,35,46,0,82,5,6,0,1,15,20,0,160,6.9,,,
Larry Murphy,27,WSH,D,65,7,29,36,-5,70,4,3,0,0,13,16,0,129,5.4,,,
Larry Murphy,27,MNS,D,13,4,6,10,5,12,1,3,0,1,2,4,0,31,12.9,,,
Adam Creighton,23,2TM,LW,67,22,24,46,-9,136,11,11,0,4,14,10,0,155,14.2,,,
Adam Creighton,23,BUF,LW,24,7,10,17,-5,44,4,3,0,1,5,5,0,42,16.7,,,
Adam Creighton,23,CHI,LW,43,15,14,29,-4,92,7,8,0,3,9,5,0,113,13.3,,,
Brian Bradley,24,VAN,C,71,18,27,45,-5,42,12,6,0,3,23,4,0,151,11.9,,,
Tony Hrkac,22,STL,LW,70,17,28,45,-10,8,12,5,0,1,14,13,1,133,12.8,,,
Guy Lafleur,37,NYR,RW,67,18,27,45,1,12,12,6,0,2,17,10,0,122,14.8,,,Byng-10
Mikko Mäkelä,23,NYI,LW,76,17,28,45,-16,22,13,4,0,0,21,7,0,123,13.8,,,
Petr Svoboda,22,MTL,D,71,8,37,45,28,147,4,4,0,1,23,14,0,131,6.1,,,ASnhl-13
Bryan Trottier,32,NYI,C,73,17,28,45,-7,44,12,5,0,3,19,9,0,163,10.4,,,Clancy-1
Zarley Zalapski,20,PIT,D,58,12,33,45,9,57,6,5,1,2,10,23,0,95,12.6,,,AR-1
Randy Carlyle,32,WIN,D,78,6,38,44,-19,78,4,2,0,2,17,18,3,124,4.8,,,
Randy Cunneyworth,27,PIT,LW,70,25,19,44,-22,156,15,10,0,1,14,5,0,163,15.3,,,Selke-21
Iain Duncan,25,WIN,LW,57,14,30,44,-17,74,13,1,0,0,17,13,0,91,15.4,,,
Benoît Hogue,22,BUF,LW,69,14,30,44,-5,120,11,1,2,0,25,4,1,114,12.3,,,
Charlie Huddy,29,EDM,D,76,11,33,44,0,52,4,5,2,0,17,15,1,178,6.2,,,ASnhl-16
Paul MacDermid,25,HAR,RW,74,17,27,44,1,141,12,5,0,3,21,6,0,113,15.0,,,
John Tucker,24,BUF,C,60,13,31,44,-5,31,10,3,0,1,23,8,0,94,13.8,,,
Brian MacLellan,30,2TM,LW,72,18,26,44,3,118,11,7,0,0,18,8,0,137,13.1,,,
Brian MacLellan,30,MNS,LW,60,16,23,39,0,104,9,7,0,0,16,7,0,114,14.0,,,
Brian MacLellan,30,CGY,LW,12,2,3,5,3,14,2,0,0,0,2,1,0,23,8.7,,,
Phil Bourque,26,PIT,LW,80,17,26,43,-22,97,10,5,2,3,13,13,0,153,11.1,,,
Terry Carkner,22,PHI,D,78,11,32,43,-6,149,8,2,1,1,17,13,2,84,13.1,,,
Gino Cavallini,26,STL,LW,74,20,23,43,2,79,19,1,0,4,19,4,0,153,13.1,,,
Ulf Dahlén,22,NYR,RW,56,24,19,43,-6,50,16,8,0,1,13,6,0,147,16.3,,,
Derek King,21,NYI,LW,60,14,29,43,10,14,10,4,0,0,21,8,0,103,13.6,,,
Ray Sheppard,22,BUF,RW,67,22,21,43,-7,15,15,7,0,4,13,8,0,147,15.0,,,
Tomas Jonsson,28,2TM,D,73,10,33,43,-25,56,4,5,1,1,8,25,0,149,6.7,,,
Tomas Jonsson,28,NYI,D,53,9,23,32,-13,34,4,4,1,1,6,17,0,103,8.7,,,
Tomas Jonsson,28,EDM,D,20,1,10,11,-12,22,0,1,0,0,2,8,0,46,2.2,,,
Brian Lawton,23,2TM,LW,65,17,26,43,-11,67,7,10,0,2,16,10,0,128,13.3,,,
Brian Lawton,23,NYR,LW,30,7,10,17,-2,39,4,3,0,0,8,2,0,58,12.1,,,
Brian Lawton,23,HAR,LW,35,10,16,26,-9,28,3,7,0,2,8,8,0,70,14.3,,,
Tony McKegney,30,STL,RW,71,25,17,42,-1,58,18,7,0,2,13,4,0,154,16.2,,,
Lee Norwood,28,DET,D,66,10,32,42,6,100,5,4,1,0,16,14,2,97,10.3,,,
John Ogrodnick,29,NYR,LW,60,13,29,42,0,14,12,1,0,1,28,0,1,149,8.7,,,
Scott Arniel,26,BUF,LW,80,18,23,41,10,46,16,0,2,3,21,2,0,122,14.8,,,
Iiro Järvi,23,QUE,RW,75,11,30,41,-13,40,10,1,0,1,22,7,1,109,10.1,,,
Petr Klíma,24,DET,LW,51,25,16,41,5,44,24,1,0,3,15,1,0,145,17.2,,,
Mike McPhee,28,MTL,LW,73,19,22,41,14,74,17,1,1,1,18,3,1,154,12.3,,,"ASG,Selke-21"
Robert Nordmark,26,VAN,D,80,6,35,41,-4,97,1,5,0,1,6,29,0,156,3.8,,,
